Campaign_ID,Date,Channel,Campaign_Type,Target_Audience,Location,Impressions,Clicks,Conversions,CTR_Pct,CVR_Pct,Spend,Revenue,CPC,ROAS
CAMP-0192,2023-12-19,YouTube,Retargeting,45-54,Mumbai,23926,157,2,0.6581,1.6481,1514.17,3043.92,9.64,2.0103
CAMP-0193,2023-06-26,Meta Ads,Retargeting,35-44,Pune,41130,518,17,1.2615,3.4228,7635.22,17885.48,14.74,2.3425
CAMP-0194,2023-05-07,YouTube,Brand Awareness,35-44,Hyderabad,29232,174,3,0.5968,1.7385,1538.42,3727.69,8.84,2.4231
CAMP-0195,2023-06-10,Meta Ads,Lead Generation,35-44,Chennai,27440,693,26,2.5262,3.8443,9824.45,26014.08,14.18,2.6479
CAMP-0196,2023-07-21,Email,Conversion,18-24,Mumbai,6140,1101,91,17.944,8.3258,6055.57,31161.81,5.5,5.146
CAMP-0197,2023-12-01,Email,Conversion,55+,Kolkata,7509,1360,127,18.1176,9.3568,9632.93,60617.94,7.08,6.2928
CAMP-0198,2023-01-24,Email,Retargeting,45-54,Bangalore,5281,668,81,12.665,12.2564,2789.0,16359.73,4.18,5.8658
CAMP-0199,2023-11-16,YouTube,Conversion,55+,Bangalore,64590,717,6,1.111,0.8801,4278.21,8812.25,5.97,2.0598
CAMP-0200,2023-11-05,Email,Retargeting,25-34,Delhi,6170,1062,116,17.218,10.9233,2371.96,16937.63,2.23,7.1408
CAMP-0201,2023-09-21,YouTube,Conversion,25-34,Chennai,29160,241,6,0.828,2.894,1596.63,4767.42,6.63,2.9859
CAMP-0202,2023-09-18,Email,Retargeting,55+,Kolkata,6360,1168,111,18.368,9.5405,5664.05,28602.95,4.85,5.0499
CAMP-0203,2023-06-07,Email,Brand Awareness,45-54,Chennai,7941,1853,238,23.3373,12.8633,10342.44,59950.9,5.58,5.7966
CAMP-0204,2023-09-03,LinkedIn,Lead Generation,18-24,Chennai,4396,157,7,3.5727,4.7078,9574.53,31216.61,60.98,3.2604
CAMP-0205,2023-02-26,Meta Ads,Brand Awareness,55+,Pune,27503,285,5,1.0379,2.0588,2797.89,8320.51,9.82,2.9739
CAMP-0206,2023-03-12,YouTube,Conversion,18-24,Pune,53992,381,5,0.7073,1.3201,4428.08,10132.4,11.62,2.2882
CAMP-0207,2023-06-25,Email,Lead Generation,45-54,Chennai,6475,1075,152,16.6057,14.1479,6799.96,47123.23,6.33,6.9299
CAMP-0208,2023-05-23,Email,Conversion,25-34,Delhi,6571,1043,236,15.8805,22.6393,8232.98,60212.09,7.89,7.3135
CAMP-0209,2023-06-28,Meta Ads,Conversion,35-44,Hyderabad,32921,518,21,1.5756,4.0925,7520.47,24988.96,14.52,3.3228
CAMP-0210,2023-01-22,YouTube,Retargeting,25-34,Bangalore,38850,565,8,1.4553,1.5055,8045.65,19985.06,14.24,2.484
CAMP-0211,2023-10-03,YouTube,Lead Generation,25-34,Kolkata,37768,541,16,1.433,3.11,3447.65,8355.43,6.37,2.4235
CAMP-0212,2023-12-09,LinkedIn,Lead Generation,25-34,Mumbai,7350,196,10,2.677,5.1108,6665.55,21067.05,34.01,3.1606
CAMP-0213,2023-10-09,YouTube,Brand Awareness,25-34,Mumbai,30350,275,10,0.9069,3.7311,3790.6,8400.62,13.78,2.2162
CAMP-0214,2023-11-27,Meta Ads,Retargeting,35-44,Bangalore,18877,531,13,2.8159,2.4952,7906.38,21424.38,14.89,2.7098
CAMP-0215,2023-04-01,Google Search,Lead Generation,45-54,Kolkata,5595,446,28,7.9887,6.2865,12888.71,75289.68,28.9,5.8415
CAMP-0216,2023-10-18,Email,Brand Awareness,18-24,Bangalore,6937,929,132,13.3949,14.264,3444.15,27440.57,3.71,7.9673
CAMP-0217,2023-09-16,LinkedIn,Conversion,25-34,Kolkata,6834,192,15,2.8185,8.1058,8299.65,32885.19,43.23,3.9622
CAMP-0218,2023-06-22,Email,Lead Generation,18-24,Pune,4416,855,106,19.3812,12.4583,2610.29,19755.82,3.05,7.5684
CAMP-0219,2023-02-14,YouTube,Conversion,55+,Bangalore,46269,541,5,1.1693,0.9587,3465.71,6880.83,6.41,1.9854
CAMP-0220,2023-05-01,Meta Ads,Brand Awareness,35-44,Hyderabad,44277,1110,59,2.5075,5.3483,12901.92,39078.63,11.62,3.0289
CAMP-0221,2023-05-01,Google Search,Retargeting,35-44,Pune,6017,401,32,6.6711,8.0597,8627.02,44991.5,21.51,5.2152
CAMP-0222,2023-11-11,Email,Brand Awareness,35-44,Bangalore,3809,565,58,14.8487,10.2693,1649.3,11946.22,2.92,7.2432
CAMP-0223,2023-10-09,LinkedIn,Retargeting,45-54,Pune,6857,292,16,4.2721,5.5872,18403.05,74048.71,63.02,4.0237
CAMP-0224,2023-09-28,LinkedIn,Brand Awareness,55+,Hyderabad,8765,270,12,3.0854,4.6683,9311.85,38714.46,34.49,4.1575
CAMP-0225,2023-03-18,LinkedIn,Lead Generation,55+,Chennai,4347,129,4,2.9844,3.557,4469.8,13010.71,34.65,2.9108
CAMP-0226,2023-08-17,LinkedIn,Conversion,18-24,Chennai,9624,208,5,2.1669,2.8222,9696.33,35176.56,46.62,3.6278
CAMP-0227,2023-01-12,LinkedIn,Conversion,35-44,Pune,6243,172,5,2.7634,3.3133,6659.16,17620.53,38.72,2.6461
CAMP-0228,2023-01-31,YouTube,Retargeting,18-24,Chennai,78603,447,10,0.569,2.294,2376.85,5023.0,5.32,2.1133
CAMP-0229,2023-08-18,Meta Ads,Conversion,35-44,Hyderabad,39739,695,30,1.7513,4.453,11079.35,30100.49,15.94,2.7168
CAMP-0230,2023-07-21,Email,Brand Awareness,25-34,Chennai,6332,864,199,13.6555,23.1234,6055.72,44016.23,7.01,7.2685
CAMP-0231,2023-09-30,Email,Conversion,55+,Hyderabad,5107,1159,84,22.7037,7.3326,4725.19,27533.44,4.08,5.8269
CAMP-0232,2023-01-09,Google Search,Brand Awareness,45-54,Chennai,8943,431,21,4.8243,4.954,8076.37,40337.13,18.74,4.9945
CAMP-0233,2023-08-13,Google Search,Lead Generation,18-24,Hyderabad,8839,544,38,6.159,7.0175,19079.93,73464.2,35.07,3.8503
CAMP-0234,2023-10-23,Email,Lead Generation,55+,Bangalore,6898,1520,172,22.043,11.3287,5200.56,39673.9,3.42,7.6288
CAMP-0235,2023-05-21,LinkedIn,Lead Generation,45-54,Bangalore,3499,128,6,3.6702,4.83,7604.29,21674.25,59.41,2.8503
CAMP-0236,2023-11-26,YouTube,Conversion,18-24,Bangalore,63997,563,9,0.8812,1.6391,6735.22,14227.4,11.96,2.1124
CAMP-0237,2023-10-03,Email,Conversion,25-34,Kolkata,5879,889,118,15.1326,13.3295,6352.12,34511.42,7.15,5.4331
CAMP-0238,2023-08-02,YouTube,Brand Awareness,55+,Hyderabad,56522,582,7,1.03,1.2438,4394.07,8767.9,7.55,1.9954
CAMP-0239,2023-10-02,Google Search,Conversion,35-44,Mumbai,8120,341,25,4.2061,7.5744,10676.48,38423.25,31.31,3.5989
CAMP-0240,2023-12-10,Google Search,Lead Generation,55+,Pune,14156,689,29,4.8681,4.2311,26150.8,111349.32,37.95,4.258
CAMP-0241,2023-03-02,Google Search,Lead Generation,25-34,Pune,12846,983,108,7.6578,11.0216,32913.7,147834.52,33.48,4.4916
CAMP-0242,2023-08-27,Meta Ads,Retargeting,35-44,Hyderabad,49973,1148,36,2.2974,3.2178,14138.46,46667.95,12.32,3.3008
CAMP-0243,2023-06-13,YouTube,Brand Awareness,45-54,Kolkata,79921,561,8,0.7031,1.4633,3061.46,8560.23,5.46,2.7961
CAMP-0244,2023-10-27,Meta Ads,Brand Awareness,35-44,Chennai,42366,673,19,1.5904,2.8474,7241.63,20049.48,10.76,2.7686
CAMP-0245,2023-12-17,Meta Ads,Conversion,55+,Pune,37122,562,17,1.5147,3.1253,11014.13,31840.53,19.6,2.8909
CAMP-0246,2023-06-30,YouTube,Conversion,25-34,Pune,31092,198,5,0.64,2.721,1354.41,3838.46,6.84,2.834
CAMP-0247,2023-12-09,Google Search,Brand Awareness,18-24,Kolkata,5794,408,23,7.0574,5.6496,14906.68,60798.14,36.54,4.0786
CAMP-0248,2023-08-22,Meta Ads,Brand Awareness,25-34,Chennai,39458,442,22,1.1209,5.0871,8489.43,28453.83,19.21,3.3517
CAMP-0249,2023-10-10,YouTube,Brand Awareness,18-24,Chennai,46957,240,3,0.5119,1.6471,1859.38,5515.33,7.75,2.9662
CAMP-0250,2023-02-19,Google Search,Conversion,25-34,Mumbai,13591,624,48,4.5956,7.7476,18459.19,102227.66,29.58,5.538
CAMP-0251,2023-07-27,Email,Conversion,18-24,Bangalore,5760,1114,159,19.345,14.3219,3737.63,26358.23,3.36,7.0521
CAMP-0252,2023-07-14,Google Search,Brand Awareness,18-24,Hyderabad,11179,694,29,6.2108,4.2245,12636.29,49641.15,18.21,3.9285
CAMP-0253,2023-02-18,YouTube,Conversion,35-44,Chennai,78641,808,9,1.0282,1.1936,5748.25,16107.6,7.11,2.8022
CAMP-0254,2023-02-08,LinkedIn,Conversion,35-44,Mumbai,8606,411,29,4.7768,7.257,21594.1,55406.22,52.54,2.5658
CAMP-0255,2023-03-15,Email,Brand Awareness,25-34,Chennai,7838,1777,399,22.6717,22.4754,6744.89,45135.96,3.8,6.6919
CAMP-0256,2023-07-16,LinkedIn,Conversion,55+,Bangalore,9189,387,16,4.2192,4.3134,22280.53,59196.15,57.57,2.6569
CAMP-0257,2023-04-29,Email,Brand Awareness,18-24,Hyderabad,2622,430,53,16.4277,12.552,3323.53,20573.01,7.73,6.1901
CAMP-0258,2023-08-19,Email,Brand Awareness,35-44,Kolkata,6019,900,133,14.9658,14.8834,3827.31,21269.18,4.25,5.5572
CAMP-0259,2023-11-13,LinkedIn,Conversion,18-24,Kolkata,5419,238,11,4.3942,4.6819,7921.0,22245.67,33.28,2.8084
CAMP-0260,2023-02-24,Meta Ads,Conversion,35-44,Bangalore,20997,212,6,1.0104,3.2173,2611.63,5898.64,12.32,2.2586
CAMP-0261,2023-08-18,Meta Ads,Brand Awareness,25-34,Hyderabad,48583,882,23,1.8161,2.7024,10801.83,21152.24,12.25,1.9582
CAMP-0262,2023-05-30,LinkedIn,Retargeting,45-54,Mumbai,6389,202,6,3.1634,3.0049,13341.18,57506.02,66.05,4.3104
CAMP-0263,2023-03-13,Meta Ads,Lead Generation,45-54,Delhi,32623,522,16,1.6023,3.1314,4572.31,11608.86,8.76,2.5389
CAMP-0264,2023-02-09,YouTube,Retargeting,45-54,Kolkata,43666,328,4,0.7517,1.3439,3690.11,8821.98,11.25,2.3907
CAMP-0265,2023-06-05,Meta Ads,Conversion,18-24,Delhi,15443,447,10,2.8976,2.3973,6902.71,21860.4,15.44,3.1669
CAMP-0266,2023-11-30,Email,Conversion,35-44,Hyderabad,6869,945,116,13.7696,12.3273,7261.07,40680.54,7.68,5.6026
CAMP-0267,2023-05-30,Email,Lead Generation,45-54,Bangalore,7693,1556,247,20.2277,15.9099,10412.51,62242.43,6.69,5.9777
CAMP-0268,2023-10-16,Email,Conversion,35-44,Mumbai,3636,716,105,19.699,14.8019,4360.64,28999.55,6.09,6.6503
CAMP-0269,2023-05-30,YouTube,Lead Generation,45-54,Kolkata,74478,888,21,1.1928,2.3741,11505.43,24319.17,12.96,2.1137
CAMP-0270,2023-05-10,YouTube,Lead Generation,35-44,Delhi,63166,413,8,0.6541,2.0309,3621.97,7872.71,8.77,2.1736
CAMP-0271,2023-10-01,LinkedIn,Conversion,55+,Hyderabad,7150,341,15,4.7705,4.535,15935.62,41010.8,46.73,2.5735
CAMP-0272,2023-05-08,Email,Brand Awareness,18-24,Kolkata,7387,1524,117,20.641,7.7307,8650.33,57867.77,5.68,6.6897
CAMP-0273,2023-01-06,YouTube,Retargeting,45-54,Mumbai,26462,200,3,0.7587,1.8192,2037.6,4830.7,10.19,2.3708
CAMP-0274,2023-07-20,LinkedIn,Lead Generation,45-54,Bangalore,6793,293,14,4.317,4.8189,14655.46,46749.96,50.02,3.1899
CAMP-0275,2023-08-01,Google Search,Conversion,18-24,Bangalore,6406,285,22,4.4643,7.7627,6018.3,25756.67,21.12,4.2797
CAMP-0276,2023-06-28,YouTube,Lead Generation,55+,Hyderabad,51205,306,5,0.5976,1.7108,2914.49,4665.4,9.52,1.6008
CAMP-0277,2023-06-25,Google Search,Brand Awareness,18-24,Kolkata,6791,455,21,6.7086,4.6574,18038.84,74135.71,39.65,4.1098
CAMP-0278,2023-08-07,Meta Ads,Lead Generation,35-44,Chennai,45281,662,23,1.4637,3.5367,6761.28,19532.08,10.21,2.8888
CAMP-0279,2023-11-11,YouTube,Conversion,18-24,Pune,77874,543,9,0.6973,1.7475,4826.38,12341.55,8.89,2.5571
CAMP-0280,2023-02-22,Meta Ads,Retargeting,18-24,Chennai,27252,471,9,1.7316,2.073,4412.07,12972.33,9.37,2.9402
CAMP-0281,2023-11-09,YouTube,Retargeting,55+,Hyderabad,45725,497,5,1.087,1.1871,6687.22,16223.49,13.46,2.426
CAMP-0282,2023-03-02,Email,Brand Awareness,25-34,Bangalore,3954,631,80,15.9699,12.7796,3887.35,25394.02,6.16,6.5325
CAMP-0283,2023-08-05,YouTube,Lead Generation,55+,Hyderabad,32173,317,4,0.9867,1.4523,4498.74,13028.54,14.19,2.896
CAMP-0284,2023-03-13,Meta Ads,Lead Generation,45-54,Bangalore,27261,444,13,1.6292,3.0177,3837.64,9250.12,8.64,2.4104
CAMP-0285,2023-07-16,Google Search,Conversion,25-34,Delhi,14200,855,83,6.0218,9.7173,28269.14,128315.78,33.06,4.5391
CAMP-0286,2023-10-17,YouTube,Conversion,25-34,Mumbai,22022,285,5,1.2959,1.8734,1518.18,2789.3,5.33,1.8373
CAMP-0287,2023-09-11,Email,Lead Generation,45-54,Chennai,6503,1212,149,18.6405,12.3544,4372.09,28983.98,3.61,6.6293
CAMP-0288,2023-04-22,Email,Brand Awareness,45-54,Chennai,5482,730,107,13.3314,14.6706,4750.89,27997.6,6.51,5.8931
CAMP-0289,2023-02-14,Google Search,Conversion,35-44,Bangalore,12193,909,55,7.4612,6.1456,32598.15,131197.62,35.86,4.0247
CAMP-0290,2023-08-08,LinkedIn,Retargeting,55+,Pune,4359,167,7,3.8485,4.2976,10444.38,42935.6,62.54,4.1109
CAMP-0291,2023-11-02,LinkedIn,Retargeting,55+,Bangalore,7413,185,8,2.5051,4.8412,7715.5,28126.63,41.71,3.6455
CAMP-0292,2023-07-30,LinkedIn,Brand Awareness,25-34,Kolkata,3485,173,14,4.9775,8.4086,6068.07,25681.03,35.08,4.2322
CAMP-0293,2023-05-07,Meta Ads,Lead Generation,35-44,Kolkata,40736,806,33,1.9789,4.1055,9047.03,22655.42,11.22,2.5042
CAMP-0294,2023-09-21,YouTube,Brand Awareness,18-24,Hyderabad,69139,538,12,0.7782,2.2981,4675.6,13677.91,8.69,2.9254
CAMP-0295,2023-08-23,Email,Brand Awareness,18-24,Pune,7200,1485,137,20.6339,9.2658,3534.28,23337.82,2.38,6.6033
CAMP-0296,2023-05-18,Meta Ads,Conversion,25-34,Hyderabad,36159,960,37,2.6567,3.9172,14337.8,39607.34,14.94,2.7624
CAMP-0297,2023-02-20,YouTube,Retargeting,18-24,Mumbai,61037,783,12,1.2839,1.5353,4887.78,13619.69,6.24,2.7865
CAMP-0298,2023-04-14,YouTube,Conversion,18-24,Hyderabad,65127,917,20,1.4094,2.2114,7353.11,20674.26,8.02,2.8116
CAMP-0299,2023-02-12,Email,Brand Awareness,35-44,Bangalore,5046,1041,165,20.6386,15.938,2405.46,16541.9,2.31,6.8768
CAMP-0300,2023-02-18,Meta Ads,Conversion,18-24,Pune,15071,215,3,1.4268,1.7871,3251.69,8724.46,15.12,2.6831
CAMP-0301,2023-06-25,YouTube,Brand Awareness,18-24,Pune,73550,456,9,0.6206,2.1765,5444.78,12068.63,11.94,2.2166
CAMP-0302,2023-02-22,Meta Ads,Conversion,18-24,Pune,21763,354,13,1.6267,3.7144,3414.53,10635.86,9.65,3.1149
CAMP-0303,2023-10-16,Meta Ads,Lead Generation,18-24,Chennai,15555,345,6,2.2206,1.9939,4213.92,9111.31,12.21,2.1622
CAMP-0304,2023-08-15,Meta Ads,Conversion,55+,Pune,29237,343,5,1.1734,1.611,5841.07,16368.29,17.03,2.8023
CAMP-0305,2023-03-13,YouTube,Retargeting,45-54,Bangalore,36238,281,2,0.777,1.0516,2960.04,7104.13,10.53,2.4
CAMP-0306,2023-12-04,LinkedIn,Retargeting,18-24,Kolkata,5471,143,6,2.6163,4.3422,5369.06,17629.32,37.55,3.2835
CAMP-0307,2023-02-27,Google Search,Lead Generation,45-54,Hyderabad,8949,536,38,5.9983,7.1727,15877.55,94380.01,29.62,5.9442
CAMP-0308,2023-10-19,Email,Retargeting,25-34,Hyderabad,5447,912,175,16.7504,19.2782,5997.64,47161.6,6.58,7.8634
CAMP-0309,2023-01-08,Google Search,Brand Awareness,55+,Mumbai,9295,452,30,4.863,6.729,17569.67,78974.57,38.87,4.4949
CAMP-0310,2023-07-25,Email,Conversion,45-54,Pune,2675,543,65,20.327,12.0389,1583.43,8314.26,2.92,5.2508
CAMP-0311,2023-06-17,Google Search,Lead Generation,25-34,Chennai,11401,723,82,6.3457,11.461,23350.35,119270.94,32.3,5.1079
CAMP-0312,2023-05-06,Email,Conversion,25-34,Mumbai,2706,649,77,24.0202,11.9078,3682.28,19019.29,5.67,5.1651
CAMP-0313,2023-03-12,Meta Ads,Brand Awareness,18-24,Pune,15743,209,8,1.3277,3.8872,2983.7,9342.2,14.28,3.1311
CAMP-0314,2023-05-18,Email,Lead Generation,35-44,Delhi,2967,653,59,22.0286,9.1229,4468.25,25987.08,6.84,5.8159
CAMP-0315,2023-02-09,Google Search,Retargeting,55+,Pune,13128,764,36,5.8208,4.7604,22149.44,108913.57,28.99,4.9172
CAMP-0316,2023-02-22,Email,Lead Generation,35-44,Kolkata,6701,1391,140,20.7636,10.0687,8964.55,44891.83,6.44,5.0077
CAMP-0317,2023-07-06,Google Search,Lead Generation,18-24,Hyderabad,11274,865,40,7.6809,4.7158,33845.31,121450.81,39.13,3.5884
CAMP-0318,2023-08-02,YouTube,Lead Generation,35-44,Delhi,67204,551,16,0.8199,2.9172,5904.16,9913.68,10.72,1.6791
CAMP-0319,2023-09-22,Google Search,Lead Generation,25-34,Kolkata,5752,449,31,7.8163,6.948,12676.2,53313.15,28.23,4.2058
CAMP-0320,2023-08-22,Email,Retargeting,18-24,Chennai,2065,346,30,16.796,8.7328,2320.64,16752.07,6.71,7.2187
CAMP-0321,2023-09-10,Meta Ads,Conversion,35-44,Chennai,27807,685,27,2.4649,4.0036,12022.9,24718.64,17.55,2.056
CAMP-0322,2023-06-27,YouTube,Brand Awareness,25-34,Chennai,61677,826,29,1.3396,3.5807,11985.18,18004.05,14.51,1.5022
CAMP-0323,2023-09-29,YouTube,Retargeting,18-24,Delhi,35608,327,7,0.9198,2.3379,4815.27,8251.26,14.73,1.7136
CAMP-0324,2023-09-24,Email,Brand Awareness,18-24,Delhi,5383,1136,106,21.111,9.3799,8914.57,46843.46,7.85,5.2547
CAMP-0325,2023-10-31,Google Search,Lead Generation,45-54,Mumbai,14303,607,45,4.2491,7.481,12671.48,53590.1,20.88,4.2292
CAMP-0326,2023-08-20,Email,Conversion,35-44,Bangalore,4227,635,121,15.0369,19.1791,1788.59,13075.38,2.82,7.3104
CAMP-0327,2023-08-19,Google Search,Lead Generation,18-24,Delhi,12635,664,29,5.2561,4.4829,17185.86,93247.76,25.88,5.4258
CAMP-0328,2023-03-03,YouTube,Retargeting,45-54,Bangalore,25925,170,3,0.6576,2.1349,2254.86,5739.33,13.26,2.5453
CAMP-0329,2023-02-16,Google Search,Lead Generation,35-44,Delhi,9066,713,54,7.8736,7.6793,13601.84,57768.4,19.08,4.2471
CAMP-0330,2023-08-20,Meta Ads,Brand Awareness,45-54,Kolkata,31374,373,7,1.1895,2.0751,6537.09,13116.48,17.53,2.0065
CAMP-0331,2023-07-25,Google Search,Lead Generation,25-34,Delhi,11098,748,94,6.7451,12.5942,14846.95,73719.51,19.85,4.9653
CAMP-0332,2023-11-27,Google Search,Brand Awareness,18-24,Delhi,12265,887,38,7.2372,4.3679,32499.73,179470.59,36.64,5.5222
CAMP-0333,2023-03-28,Google Search,Brand Awareness,45-54,Mumbai,14402,825,64,5.7326,7.7599,23854.69,106316.15,28.91,4.4568
CAMP-0334,2023-04-06,YouTube,Lead Generation,35-44,Delhi,38021,296,9,0.7799,3.0435,1582.56,3843.67,5.35,2.4288
CAMP-0335,2023-10-09,Meta Ads,Retargeting,45-54,Hyderabad,46393,520,13,1.122,2.5554,5016.35,10730.37,9.65,2.1391
CAMP-0336,2023-01-10,LinkedIn,Lead Generation,55+,Kolkata,6133,266,8,4.3457,3.1055,13773.67,47785.81,51.78,3.4694
CAMP-0337,2023-04-03,LinkedIn,Retargeting,45-54,Bangalore,3213,94,3,2.9566,3.4885,6188.08,25105.51,65.83,4.0571
CAMP-0338,2023-10-27,Google Search,Conversion,55+,Bangalore,8813,695,26,7.8959,3.8505,22553.46,93964.88,32.45,4.1663
CAMP-0339,2023-07-18,Google Search,Lead Generation,55+,Kolkata,10813,837,58,7.7408,6.9704,18264.73,74727.91,21.82,4.0914
CAMP-0340,2023-12-27,Email,Retargeting,55+,Mumbai,7738,1282,122,16.5719,9.5736,3657.05,28689.94,2.85,7.8451
CAMP-0341,2023-01-20,YouTube,Retargeting,25-34,Hyderabad,25915,144,4,0.5562,2.8643,748.7,1659.86,5.2,2.217
CAMP-0342,2023-04-01,Email,Lead Generation,25-34,Bangalore,4650,594,73,12.7742,12.3203,3699.54,20069.85,6.23,5.425
CAMP-0343,2023-12-27,Google Search,Retargeting,18-24,Bangalore,11481,728,38,6.3441,5.3462,18270.81,108522.25,25.1,5.9397
CAMP-0344,2023-12-29,YouTube,Conversion,35-44,Delhi,56829,678,21,1.1936,3.1435,8725.8,16010.58,12.87,1.8349
CAMP-0345,2023-12-19,LinkedIn,Lead Generation,45-54,Bangalore,5412,128,6,2.382,5.3238,8697.8,38247.67,67.95,4.3974
CAMP-0346,2023-06-12,YouTube,Brand Awareness,25-34,Chennai,73005,1071,20,1.4675,1.8743,11412.04,33152.34,10.66,2.905
CAMP-0347,2023-06-27,Meta Ads,Retargeting,18-24,Delhi,35939,480,17,1.3358,3.7248,4351.06,13075.99,9.06,3.0052
CAMP-0348,2023-04-18,Email,Conversion,18-24,Bangalore,4044,849,78,21.0113,9.2038,5707.08,40869.77,6.72,7.1612
CAMP-0349,2023-08-03,Google Search,Conversion,45-54,Pune,7725,582,39,7.5382,6.7189,15325.04,74557.24,26.33,4.8651
CAMP-0350,2023-12-18,Google Search,Conversion,55+,Pune,8695,404,15,4.6506,3.758,14789.14,62665.6,36.61,4.2373
CAMP-0351,2023-06-25,Email,Retargeting,18-24,Mumbai,3393,798,61,23.5431,7.6872,1955.11,15299.72,2.45,7.8255
CAMP-0352,2023-09-05,Google Search,Retargeting,55+,Chennai,5507,315,18,5.7253,5.7877,9878.71,45298.83,31.36,4.5855
CAMP-0353,2023-04-08,Google Search,Brand Awareness,35-44,Delhi,11705,794,75,6.7888,9.4712,27043.19,112585.18,34.06,4.1632
CAMP-0354,2023-01-26,Email,Retargeting,25-34,Mumbai,5218,1014,216,19.433,21.3181,2962.44,18019.0,2.92,6.0825
CAMP-0355,2023-12-05,YouTube,Brand Awareness,35-44,Kolkata,60965,670,10,1.1002,1.5393,3522.43,6186.26,5.26,1.7562
CAMP-0356,2023-03-01,Email,Brand Awareness,45-54,Kolkata,4526,1004,114,22.2034,11.4385,7398.74,42875.8,7.37,5.795
CAMP-0357,2023-07-15,LinkedIn,Conversion,25-34,Bangalore,6026,154,6,2.5597,4.132,7328.8,22182.82,47.59,3.0268
CAMP-0358,2023-12-23,Email,Brand Awareness,25-34,Kolkata,7467,989,188,13.2571,19.0858,6773.74,42281.41,6.85,6.242
CAMP-0359,2023-07-18,LinkedIn,Lead Generation,55+,Mumbai,9704,346,16,3.5677,4.8038,19889.02,86969.17,57.48,4.3727
CAMP-0360,2023-02-10,LinkedIn,Lead Generation,45-54,Bangalore,6234,293,15,4.7083,5.2715,14674.63,63114.26,50.08,4.3009
CAMP-0361,2023-08-18,LinkedIn,Lead Generation,18-24,Kolkata,4416,214,6,4.8472,2.9349,8233.78,23758.18,38.48,2.8855
CAMP-0362,2023-08-11,Google Search,Conversion,18-24,Pune,8308,663,43,7.9891,6.5089,24100.3,99888.9,36.35,4.1447
CAMP-0363,2023-07-23,Google Search,Brand Awareness,45-54,Chennai,14044,744,42,5.3045,5.7429,20891.12,118738.14,28.08,5.6837
CAMP-0364,2023-03-18,LinkedIn,Conversion,18-24,Hyderabad,4214,155,6,3.6998,4.2646,10631.96,28710.63,68.59,2.7004
CAMP-0365,2023-10-02,Google Search,Brand Awareness,35-44,Kolkata,10633,798,55,7.5116,6.9528,25859.45,127488.59,32.41,4.9301
CAMP-0366,2023-07-26,YouTube,Brand Awareness,25-34,Bangalore,29427,329,10,1.1182,3.0701,2966.66,6211.26,9.02,2.0937
CAMP-0367,2023-09-01,Email,Lead Generation,18-24,Pune,4200,993,65,23.6614,6.5619,6855.99,40513.18,6.9,5.9092
CAMP-0368,2023-04-27,Email,Conversion,18-24,Kolkata,3100,493,60,15.9062,12.3498,3275.58,19530.99,6.64,5.9626
CAMP-0369,2023-04-19,YouTube,Brand Awareness,25-34,Hyderabad,79862,1057,34,1.324,3.2265,13312.84,37286.38,12.59,2.8008
CAMP-0370,2023-12-30,Google Search,Lead Generation,18-24,Bangalore,13303,746,53,5.6135,7.1221,22032.59,108437.37,29.53,4.9217
CAMP-0371,2023-01-30,Meta Ads,Lead Generation,25-34,Kolkata,31350,334,9,1.0661,2.7972,4116.38,8802.82,12.32,2.1385
CAMP-0372,2023-11-22,Email,Conversion,55+,Hyderabad,3014,628,45,20.8553,7.2936,3097.75,19634.5,4.93,6.3383
CAMP-0373,2023-05-13,YouTube,Retargeting,35-44,Delhi,69083,919,11,1.3309,1.2989,4847.27,7631.91,5.27,1.5745
CAMP-0374,2023-04-26,LinkedIn,Lead Generation,25-34,Pune,8551,224,16,2.6202,7.2883,11319.0,47870.99,50.53,4.2293
CAMP-0375,2023-03-30,Google Search,Conversion,25-34,Pune,14849,1069,85,7.2035,7.9545,33549.03,196513.86,31.38,5.8575
CAMP-0376,2023-06-28,Email,Conversion,45-54,Kolkata,5760,879,100,15.276,11.4003,5329.53,39827.22,6.06,7.4729
CAMP-0377,2023-12-06,YouTube,Brand Awareness,18-24,Chennai,75265,1008,17,1.3394,1.6983,11025.23,21212.71,10.94,1.924
CAMP-0378,2023-05-22,Google Search,Conversion,18-24,Bangalore,10327,768,38,7.446,5.0446,25838.64,148079.55,33.64,5.7309
CAMP-0379,2023-05-04,Email,Lead Generation,25-34,Chennai,2465,553,115,22.4706,20.8307,3096.91,21621.36,5.6,6.9816
CAMP-0380,2023-05-13,Meta Ads,Brand Awareness,45-54,Bangalore,42431,767,29,1.8092,3.7892,11502.15,40154.94,15.0,3.4911
CAMP-0381,2023-10-01,Meta Ads,Retargeting,25-34,Pune,46177,1298,67,2.8131,5.2203,18285.94,59195.48,14.09,3.2372
CAMP-0382,2023-08-30,LinkedIn,Lead Generation,35-44,Mumbai,4048,170,11,4.2228,6.4908,8901.42,38500.86,52.36,4.3252
CAMP-0383,2023-04-25,Email,Brand Awareness,25-34,Bangalore,4515,788,172,17.4661,21.929,3333.31,22522.22,4.23,6.7567
CAMP-0384,2023-11-21,YouTube,Brand Awareness,45-54,Mumbai,58245,629,12,1.0803,2.0172,6115.26,10957.42,9.72,1.7918
